person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
25,45996,3,11500,12.53,0,0.25,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23,80000,7,15000,12.42,0,0.19,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,62900,4,11000,7.9,1,0.15,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,57000,0,11500,7.51,0,0.2,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,80000,4,25000,13.49,0,0.31,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,40000,4,8000,5.79,0,0.2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,62500,5,11500,5.79,0,0.18,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,80000,3,24000,11.71,0,0.3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,80000,8,18000,7.9,0,0.23,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,63000,3,11500,14.79,0,0.18,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23,70000,2,11500,11.86,0,0.16,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,80000,8,10000,8.9,0,0.13,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,74000,3,11500,10.74,0,0.16,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,80000,9,4000,6.62,0,0.05,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,80000,7,12000,6.62,0,0.15,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,79000,7,11500,11.99,0,0.15,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,74000,9,18000,7.9,1,0.24,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,125000,4,11500,10.38,0,0.09,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,41000,4,11525,12.99,0,0.28,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25,77954,9,11550,16.77,1,0.15,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22,80000,5,9500,11.71,0,0.12,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,70000,0,11600,6.99,0,0.17,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,80000,2,4200,14.27,0,0.05,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26,71000,0,11600,10.99,0,0.16,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,40000,7,11650,11.99,0,0.29,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,80000,6,16000,12.42,0,0.2,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,57996,1,11650,13.47,0,0.2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26,30000,6,11700,11.71,1,0.39,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,80000,6,7000,14.65,0,0.09,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,80000,9,6000,6.03,0,0.07,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,80000,2,4900,15.27,0,0.06,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
26,80000,10,7000,6.03,0,0.09,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22,74000,6,4000,7.51,1,0.05,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,80000,5,18200,7.9,0,0.23,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,66000,6,11750,17.14,1,0.18,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,80000,2,5000,7.51,0,0.06,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,44400,1,11775,13.49,0,0.27,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,35000,4,11800,10.95,1,0.34,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,40000,3,11800,6.92,0,0.29,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,80000,6,3000,6.03,0,0.04,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,42000,6,11800,12.69,0,0.28,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,76000,5,11800,13.11,0,0.16,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22,94000,5,11800,13.99,0,0.13,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23,80000,7,7000,16.29,0,0.09,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22,42500,7,11850,14.11,1,0.28,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,50000,6,11875,10.65,0,0.24,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,35000,2,11900,7.66,1,0.34,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,80000,4,11000,6.62,0,0.14,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
23,80000,7,22000,10.65,0,0.28,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,80000,5,2000,7.9,0,0.03,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,80000,4,2000,15.27,0,0.03,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,20000,1,12000,8.07,1,0.6,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,80000,5,12000,5.99,0,0.15,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,80000,5,2200,13.49,0,0.03,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22,24000,0,12000,14.79,1,0.5,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
24,24000,3,12000,10.36,1,0.5,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,24000,1,12000,12.17,1,0.5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,80000,2,5000,6.99,0,0.06,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22,24996,4,12000,9.63,1,0.48,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
24,26000,5,12000,7.9,1,0.46,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,26000,5,12000,11.99,1,0.46,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,80000,9,14000,15.62,0,0.17,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,26000,5,12000,14.26,1,0.46,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
24,80000,8,5550,8.49,0,0.07,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
21,80000,5,12000,5.99,0,0.15,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,80000,2,2500,11.49,0,0.03,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,28000,2,12000,14.27,1,0.43,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
24,80000,4,3000,6.99,0,0.04,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,80000,6,16000,11.99,0,0.2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,29000,0,12000,15.05,1,0.41,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23,80000,6,9000,7.49,0,0.11,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,80000,4,8000,10.99,0,0.1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,29435,8,12000,7.66,1,0.41,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,30000,1,12000,10.99,1,0.4,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,80000,8,5000,15.62,0,0.06,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
21,30000,5,12000,5.79,1,0.4,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,30000,0,12000,6.91,1,0.4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,80000,4,3000,5.99,0,0.04,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25,80000,9,2700,10.59,0,0.03,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
24,80000,8,12000,7.49,0,0.15,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,80000,7,4000,15.23,0,0.05,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
22,30000,2,12000,13.72,1,0.4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23,80000,3,5500,5.42,0,0.07,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,30000,2,12000,14.46,1,0.4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,80000,8,12000,13.99,0,0.15,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22,30000,4,12000,10.62,1,0.4,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,80000,7,4000,5.99,0,0.05,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,30000,0,12000,11.48,1,0.4,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,30000,0,12000,11.48,1,0.4,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22,30000,0,12000,9.32,1,0.4,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,80000,4,4800,10.99,0,0.06,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,80000,2,10000,7.49,0,0.13,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,80000,3,6000,5.99,0,0.07,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,80000,10,10800,11.99,0,0.14,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,80000,5,5000,12.99,0,0.06,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22,31000,0,12000,10.25,1,0.39,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,80000,3,20000,15.62,0,0.25,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24,74000,8,35000,20.11,1,0.47,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25,80000,9,10250,5.42,0,0.13,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,31200,6,12000,10.39,1,0.38,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,31800,4,12000,5.42,1,0.38,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,80000,7,1500,10.37,0,0.02,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,74000,1,24000,10.74,1,0.32,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,32000,4,12000,7.51,1,0.38,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,74000,0,19000,20.48,1,0.26,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
23,80000,7,4800,7.29,0,0.06,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,32000,1,12000,7.29,1,0.38,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,32000,5,12000,13.85,1,0.38,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
26,74000,0,16800,16.4,1,0.23,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24,32000,8,12000,12.87,1,0.38,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,32000,6,12000,8.94,1,0.38,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,80000,5,14625,12.68,0,0.18,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22,32500,0,12000,11.49,1,0.37,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,33000,8,12000,8.49,1,0.36,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,80000,9,12000,10,0,0.15,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,33504,3,12000,13.98,1,0.36,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,80000,8,25000,14.46,0,0.31,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,33504,5,12000,13.11,1,0.36,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22,33600,5,12000,9.91,1,0.36,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
21,33600,2,12000,11.12,1,0.36,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,80000,0,6300,5.79,0,0.08,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,34000,8,12000,11.71,1,0.35,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,80000,2,20000,6.54,0,0.25,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
23,80000,7,9000,9.62,0,0.11,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,80000,9,13000,6.54,0,0.16,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,34000,2,12000,14.96,1,0.35,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24,80000,0,16000,6.17,0,0.2,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,80000,0,12000,6.91,0,0.15,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,80000,3,18000,5.79,0,0.23,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,34000,5,12000,12.84,1,0.35,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,80000,5,18000,5.79,0,0.23,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,80000,6,2000,6.91,0,0.03,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,80000,9,3000,6.17,0,0.04,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,80000,5,25000,10.36,0,0.31,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,80000,0,10000,5.79,0,0.13,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,34132,0,12000,10.62,1,0.35,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,40000,0,6000,8,0,0.15,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,34138,3,12000,10.39,1,0.35,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,34500,3,12000,14.84,1,0.35,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24,34500,4,12000,10.38,1,0.35,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,80000,7,25000,9.99,0,0.31,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,80000,4,15000,12.61,0,0.19,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24,80000,6,16000,7.88,0,0.2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,80000,0,2000,14.72,0,0.03,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25,40000,5,6000,13.47,0,0.15,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
21,40000,1,15000,13.16,0,0.38,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22,35000,6,12000,11.71,1,0.34,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,35000,3,12000,10,1,0.34,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,35000,1,12000,6.54,1,0.34,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,35000,0,12000,10.91,1,0.34,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
23,80000,8,8000,15.58,0,0.1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
24,80000,8,24000,14.35,0,0.3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,80000,2,4900,6.76,0,0.06,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,29004,5,12000,12.84,1,0.41,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,35400,8,12000,7.29,1,0.34,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,80000,3,10000,14.72,0,0.13,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
24,40000,7,2000,12.53,0,0.05,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25,36000,0,12000,9.91,1,0.33,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,30000,4,12000,11.11,1,0.4,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,80000,7,4000,7.51,0,0.05,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
24,80000,0,18000,7.51,0,0.23,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,40000,0,6400,8.32,0,0.16,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,36000,7,12000,8.88,1,0.33,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,80000,5,7000,7.51,0,0.09,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,36000,4,12000,5.79,1,0.33,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,36000,6,12000,11.49,1,0.33,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,80000,1,11000,12.73,0,0.14,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23,80000,4,25000,10.25,0,0.31,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,62900,9,8825,15.7,1,0.12,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
21,36780,2,12000,11.49,1,0.33,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,31008,2,12000,13.79,1,0.39,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24,80000,8,18000,10.62,0,0.23,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,80000,1,12000,13.48,0,0.15,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
24,80000,8,12000,13.48,0,0.15,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,80000,6,10000,7.14,0,0.13,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,80000,1,15000,9.88,0,0.19,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,80000,10,15000,16.07,0,0.19,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25,80000,9,12000,7.88,0,0.15,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,31200,7,12000,10.99,1,0.38,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,80000,5,5000,11.36,0,0.06,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,80000,5,8500,7.51,0,0.11,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,37392,1,12000,10.62,1,0.32,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,80000,10,25000,10.62,0,0.31,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,80000,6,5000,7.14,0,0.06,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
26,80000,4,5000,14.96,0,0.06,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23,80000,5,20000,14.96,0,0.25,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
23,38000,7,12000,11.71,1,0.32,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,62900,6,12000,16.35,1,0.16,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
23,80000,2,6000,19.13,0,0.07,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
22,74000,3,10000,11.83,1,0.14,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
21,38000,5,12000,10.37,1,0.32,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,38000,2,12000,13.23,1,0.32,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
23,80000,7,10000,7.74,0,0.13,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,38000,0,12000,11.89,1,0.32,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22,80000,3,6000,7.4,0,0.07,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,38000,0,12000,11.34,1,0.32,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25,80000,4,6000,7.74,0,0.07,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,38001,4,12000,6.17,1,0.32,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,80000,10,25000,15.31,0,0.31,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
24,80000,0,6000,8.59,0,0.07,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25,80000,6,25000,11.48,0,0.31,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,38004,5,12000,10.75,1,0.32,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,32004,3,12000,14.96,1,0.37,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24,80000,0,5500,8.94,0,0.07,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,80000,6,15000,12.53,0,0.19,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,38340,9,12000,11.71,1,0.31,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,80000,7,8500,11.14,0,0.11,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,74000,4,25000,12.18,1,0.34,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,38400,0,12000,8.9,1,0.31,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,80000,5,7000,13.22,0,0.09,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,80000,2,22000,11.48,0,0.28,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,39996,2,12000,8.94,0,0.3,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,38400,0,12000,5.99,1,0.31,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,38599,3,12000,10.38,1,0.31,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,80000,0,15000,11.48,0,0.19,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,39000,1,12000,10.99,1,0.31,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,39000,1,12000,11.11,1,0.31,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,80000,5,3000,8,0,0.04,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,39000,7,12000,10.83,1,0.31,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,39600,4,12000,8.9,0,0.3,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,39996,0,3000,7.37,0,0.08,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,39600,2,12000,10.99,0,0.3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,80000,5,8000,15.68,0,0.1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
25,39779,8,12000,5.79,0,0.3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,80000,7,17000,12.21,0,0.21,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,74000,4,15000,15.05,1,0.2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21,39900,0,12000,7.9,0,0.3,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,39900,8,12000,9.88,0,0.3,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
